,0,1,2,3,4,5
17632,1904,1344,2128,1568,0.102,1338
17633,1904,2016,2128,2240,0.104,1338
17634,1904,2576,2128,2688,0.10250000000000001,1338
17635,2016,2912,2240,3136,0.103,1338
17636,2240,448,2464,672,0.102,1338
17637,2240,2240,2464,2464,0.103,1338
17638,2464,2912,2688,3136,0.101,1338
17639,2688,1456,2912,1680,0.102,1338
17640,2800,896,3024,1120,0.104,1338
17641,3024,3136,3248,3360,0.104,1338
17642,3248,1008,3472,1232,0.103,1338
17643,3248,2464,3472,2688,0.105,1338
17644,3360,2016,3584,2240,0.103,1338
17645,3360,3136,3584,3360,0.101,1338
17646,3696,3024,3920,3248,0.102,1338
17647,3808,448,4032,672,0.101,1338
17648,3808,3136,4032,3360,0.103,1338
17649,4032,896,4256,1120,0.103,1338
17650,4032,2016,4256,2240,0.103,1338
17651,4256,1120,4480,1344,0.104,1338
17652,4368,448,4592,672,0.105,1338
17653,4368,1456,4592,1680,0.103,1338
17654,4368,1792,4592,2016,0.105,1338
17655,4368,3136,4592,3360,0.105,1338
17656,0,2128,224,2352,0.102,1339
17657,0,2576,224,2800,0.104,1339
17658,224,112,448,336,0.104,1339
17659,448,1120,672,1344,0.104,1339
17660,560,896,784,1120,0.104,1339
17661,560,3024,784,3248,0.103,1339
17662,672,2800,896,3024,0.105,1339
17663,784,0,1008,224,0.102,1339
17664,896,2912,1120,3136,0.104,1339
17665,1008,224,1232,448,0.104,1339
17666,1008,2688,1232,2912,0.102,1339
17667,1232,1568,1456,1792,0.105,1339
17668,1344,112,1568,336,0.101,1339
17669,1456,672,1680,896,0.103,1339
17670,1456,2240,1680,2464,0.104,1339
17671,1456,2800,1680,3024,0.104,1339
17672,1680,448,1792,672,0.103,1339
17673,1568,2576,1792,2800,0.105,1339
17674,1792,448,1904,672,0.1035,1339
17675,1680,672,1904,896,0.103,1339
17676,1680,2352,1904,2576,0.104,1339
17677,1904,2240,2128,2464,0.103,1339
17678,2016,1008,2240,1232,0.101,1339
17679,2016,2352,2240,2576,0.104,1339
17680,2016,3136,2240,3360,0.105,1339
17681,2128,1120,2352,1344,0.104,1339
17682,2240,3024,2352,3248,0.1035,1339
17683,2240,896,2464,1120,0.104,1339
17684,2240,3248,2464,3360,0.104,1339
17685,2352,672,2576,896,0.101,1339
17686,2352,2352,2576,2576,0.105,1339
17687,2464,336,2688,560,0.101,1339
17688,2576,1568,2800,1792,0.104,1339
17689,2576,3136,2800,3360,0.101,1339
17690,2688,112,2912,336,0.105,1339
17691,2688,1232,2912,1456,0.101,1339
17692,2800,1456,3024,1680,0.103,1339
17693,2800,2688,3024,2912,0.103,1339
17694,2800,3136,3024,3360,0.105,1339
17695,2912,784,3136,1008,0.102,1339
17696,3024,336,3248,560,0.102,1339
17697,3248,2912,3472,3136,0.101,1339
17698,3472,1120,3696,1344,0.103,1339
17699,3584,1232,3808,1456,0.103,1339
17700,3584,2128,3808,2352,0.105,1339
17701,3696,1680,3920,1904,0.105,1339
17702,3696,3024,3920,3248,0.103,1339
17703,4144,1344,4368,1568,0.105,1339
17704,0,112,224,336,0.104,1341
17705,0,784,224,1008,0.102,1341
17706,112,1008,336,1232,0.102,1341
17707,336,0,560,224,0.102,1341
17708,336,1456,560,1680,0.102,1341
17709,336,2240,560,2464,0.101,1341
17710,560,1120,672,1344,0.1045,1341
17711,448,1568,672,1792,0.103,1341
17712,448,2016,672,2240,0.104,1341
17713,448,2352,672,2576,0.101,1341
17714,448,2912,672,3136,0.101,1341
17715,560,2128,784,2352,0.101,1341
17716,672,1344,896,1568,0.102,1341
17717,784,448,1008,672,0.103,1341
17718,896,2352,1120,2576,0.101,1341
17719,1008,1568,1232,1792,0.103,1341
17720,1008,3136,1232,3360,0.104,1341
17721,1120,1456,1344,1680,0.104,1341
17722,1232,2688,1344,2912,0.1015,1341
17723,1344,672,1568,896,0.103,1341
17724,1456,2352,1568,2576,0.101,1341
17725,1792,784,2016,1008,0.104,1341
17726,1792,1008,2016,1232,0.101,1341
17727,1904,224,2128,448,0.104,1341
17728,2016,2240,2240,2464,0.103,1341
17729,2016,2464,2240,2688,0.101,1341
17730,2128,1568,2352,1792,0.104,1341
17731,2240,336,2464,560,0.101,1341
17732,2352,448,2576,672,0.105,1341
17733,2352,672,2576,896,0.101,1341
17734,2352,2016,2576,2240,0.103,1341
17735,2464,2352,2688,2576,0.102,1341
17736,2688,112,2912,336,0.104,1341
17737,2800,2800,3024,3024,0.105,1341
17738,2912,112,3136,336,0.105,1341
17739,3024,896,3248,1120,0.104,1341
17740,3024,1120,3248,1344,0.104,1341
17741,3248,784,3472,896,0.104,1341
17742,3360,2464,3584,2688,0.101,1341
17743,3472,0,3696,224,0.103,1341
17744,3472,896,3696,1120,0.101,1341
17745,3472,2352,3696,2576,0.101,1341
17746,3696,1120,3920,1344,0.101,1341
17747,3696,1680,3920,1904,0.103,1341
17748,3696,1904,3920,2128,0.102,1341
17749,3808,1456,4032,1680,0.102,1341
17750,3808,2016,4032,2240,0.101,1341
17751,3808,2800,4032,3024,0.103,1341
17752,3920,1904,4144,2128,0.103,1341
17753,3920,2912,4144,3136,0.105,1341
17754,4032,112,4256,336,0.102,1341
17755,4368,1680,4592,1904,0.105,1341
17756,0,1568,224,1792,0.105,1342
17757,112,0,336,224,0.104,1342
17758,112,224,336,448,0.102,1342
17759,224,896,448,1120,0.105,1342
17760,224,1568,448,1792,0.105,1342
17761,224,1792,448,2016,0.102,1342
17762,224,2016,448,2240,0.102,1342
17763,224,2800,448,3024,0.101,1342
17764,448,2688,672,2912,0.101,1342
17765,672,3024,896,3248,0.102,1342
17766,784,112,1008,336,0.103,1342
17767,784,1680,1008,1904,0.105,1342
17768,784,2688,1008,2912,0.103,1342
17769,896,224,1120,448,0.105,1342
17770,1008,1232,1232,1456,0.102,1342
17771,1008,2128,1232,2352,0.102,1342
17772,1120,336,1344,560,0.102,1342
17773,1232,1680,1456,1904,0.104,1342
17774,1232,2688,1456,2912,0.103,1342
17775,1344,2800,1568,3024,0.105,1342
17776,1568,1344,1792,1456,0.10200000000000001,1342
17777,1680,896,1904,1120,0.104,1342
17778,1904,1008,2128,1232,0.104,1342
17779,1904,1344,2128,1568,0.103,1342
17780,2240,1456,2464,1680,0.105,1342
17781,2352,1120,2576,1344,0.105,1342
17782,2464,2240,2576,2464,0.10300000000000001,1342
17783,2464,1904,2688,2128,0.103,1342
17784,2688,1120,2912,1344,0.101,1342
17785,2688,2016,2912,2240,0.105,1342
17786,2800,896,3024,1120,0.103,1342
17787,3024,1120,3248,1344,0.101,1342
17788,3024,1568,3248,1792,0.103,1342
17789,3024,3024,3248,3248,0.103,1342
17790,3136,896,3360,1120,0.102,1342
17791,3248,448,3472,672,0.102,1342
17792,3360,1568,3584,1792,0.102,1342
17793,3472,2240,3696,2464,0.101,1342
17794,3584,2576,3808,2800,0.104,1342
17795,3696,1232,3920,1456,0.103,1342
17796,3920,1792,4032,2016,0.104,1342
17797,3808,2352,4032,2576,0.101,1342
17798,3808,3024,4032,3248,0.101,1342
17799,3920,1344,4144,1568,0.104,1342
17800,4144,224,4368,448,0.104,1342
17801,4144,1904,4368,2128,0.101,1342
17802,4368,1680,4592,1904,0.101,1342
17803,4368,3136,4592,3360,0.102,1342
17804,0,560,224,784,0.101,1343
17805,112,2800,336,3024,0.102,1343
17806,224,2240,448,2464,0.101,1343
17807,336,336,560,560,0.101,1343
17808,672,1232,784,1456,0.104,1343
17809,560,3136,784,3360,0.105,1343
17810,672,2016,896,2240,0.104,1343
17811,784,2128,1008,2352,0.104,1343
17812,784,2912,1008,3136,0.101,1343
17813,896,1120,1120,1344,0.101,1343
17814,1120,336,1344,560,0.102,1343
17815,1120,2576,1344,2800,0.102,1343
17816,1232,1568,1456,1792,0.102,1343
17817,1344,2800,1456,3024,0.103,1343
17818,1232,3136,1456,3360,0.104,1343
17819,1456,896,1680,1120,0.103,1343
17820,1456,2128,1680,2352,0.105,1343
17821,1568,1120,1792,1344,0.104,1343
17822,1680,1344,1904,1568,0.105,1343
17823,1680,2464,1904,2688,0.104,1343
17824,1792,560,2016,784,0.101,1343
17825,1792,1792,2016,2016,0.105,1343
17826,1904,0,2128,224,0.103,1343
17827,1904,1232,2128,1456,0.101,1343
17828,2016,560,2240,784,0.101,1343
17829,2128,2352,2352,2576,0.104,1343
17830,2240,3136,2464,3360,0.105,1343
17831,2352,0,2576,224,0.101,1343
17832,2464,2688,2688,2912,0.104,1343
17833,2688,2240,2912,2464,0.104,1343
17834,2688,2464,2912,2688,0.103,1343
17835,2800,784,3024,1008,0.102,1343
17836,2800,1344,3024,1568,0.105,1343
17837,3024,1120,3248,1344,0.101,1343
17838,3248,1568,3360,1792,0.104,1343
17839,3136,2016,3360,2240,0.102,1343
17840,3248,3136,3472,3360,0.103,1343
17841,3360,896,3584,1120,0.101,1343
17842,3360,2800,3584,3024,0.101,1343
17843,3472,2016,3696,2240,0.102,1343
17844,3584,3024,3696,3248,0.1035,1343
17845,3584,224,3808,448,0.102,1343
17846,3696,1568,3920,1792,0.101,1343
17847,3920,336,4144,560,0.104,1343
17848,3920,1008,4144,1232,0.104,1343
17849,4032,1568,4256,1792,0.104,1343
17850,4032,2464,4256,2688,0.101,1343
17851,4144,1456,4368,1680,0.101,1343
17852,4144,2240,4368,2464,0.104,1343
17853,4368,1792,4592,2016,0.102,1343
17854,4368,2800,4592,3024,0.101,1343
17855,224,2128,448,2352,0.101,1344
17856,224,3136,448,3360,0.103,1344
17857,560,448,672,672,0.103,1344
17858,448,1456,672,1680,0.104,1344
17859,560,896,784,1120,0.103,1344
17860,560,3024,784,3248,0.104,1344
17861,672,1568,896,1792,0.104,1344
17862,784,3136,1008,3360,0.104,1344
17863,1008,560,1232,784,0.104,1344
17864,1008,1568,1232,1792,0.105,1344
17865,1120,3136,1344,3360,0.104,1344
17866,1232,784,1456,1008,0.102,1344
17867,1232,1904,1456,2128,0.103,1344
17868,1344,224,1568,448,0.105,1344
17869,1344,2464,1568,2688,0.101,1344
17870,1568,784,1680,1008,0.103,1344
17871,1568,2576,1792,2800,0.104,1344
17872,1680,0,1904,224,0.102,1344
17873,1680,560,1904,784,0.105,1344
17874,1680,1904,1904,2128,0.102,1344
17875,1792,896,2016,1120,0.102,1344
17876,2016,2240,2128,2464,0.105,1344
17877,2016,0,2240,224,0.102,1344
17878,2016,2800,2240,3024,0.104,1344
17879,2128,1120,2352,1344,0.101,1344
17880,2128,2016,2352,2128,0.10250000000000001,1344
17881,2128,2352,2352,2576,0.101,1344
17882,2240,0,2464,224,0.102,1344
17883,2352,448,2576,672,0.102,1344
17884,2352,1232,2576,1456,0.103,1344
17885,2352,2240,2576,2464,0.104,1344
17886,2576,560,2800,784,0.103,1344
17887,2800,1344,3024,1456,0.1035,1344
17888,2912,2464,3136,2688,0.105,1344
17889,3024,2240,3248,2464,0.103,1344
17890,3024,2800,3248,2912,0.1045,1344
17891,3248,672,3472,896,0.101,1344
17892,3360,2240,3584,2464,0.104,1344
17893,3360,2464,3584,2688,0.104,1344
17894,3360,2800,3584,3024,0.105,1344
17895,3360,3024,3584,3248,0.101,1344
17896,3472,0,3696,224,0.104,1344
17897,3472,224,3696,448,0.103,1344
17898,3472,1456,3696,1680,0.102,1344
17899,3584,2688,3696,2912,0.10200000000000001,1344
17900,3696,2688,3808,2912,0.1025,1344
17901,3696,224,3920,448,0.105,1344
17902,3696,1008,3920,1120,0.105,1344
17903,3808,112,4032,336,0.104,1344
17904,3808,560,4032,784,0.105,1344
17905,4032,112,4256,336,0.103,1344
17906,4144,448,4368,672,0.105,1344
17907,4256,224,4480,448,0.103,1344
17908,4256,896,4480,1120,0.105,1344
17909,4256,3024,4480,3248,0.102,1344
17910,4368,2912,4592,3136,0.101,1344
17911,0,1456,224,1680,0.102,1345
17912,0,2576,224,2800,0.105,1345
17913,0,2800,224,3024,0.103,1345
17914,0,3024,224,3248,0.104,1345
17915,112,1792,336,2016,0.102,1345
17916,224,2912,448,3136,0.104,1345
17917,336,1680,560,1904,0.103,1345
17918,672,2912,896,3024,0.1045,1345
17919,784,1792,1008,2016,0.103,1345
17920,784,2352,1008,2576,0.104,1345
17921,1008,2688,1120,2912,0.1045,1345
17922,1008,672,1232,896,0.103,1345
17923,1120,560,1344,784,0.104,1345
17924,1120,1456,1344,1568,0.1045,1345
17925,1120,3136,1344,3360,0.103,1345
17926,1232,224,1456,448,0.103,1345
17927,1232,2240,1456,2464,0.103,1345
17928,1344,448,1568,672,0.101,1345
17929,1456,224,1680,448,0.103,1345
17930,1456,784,1680,1008,0.103,1345
17931,1568,2912,1792,3136,0.102,1345
17932,1792,336,2016,560,0.103,1345
17933,1792,560,2016,784,0.103,1345
17934,1792,1792,2016,2016,0.105,1345
17935,1904,0,2128,224,0.104,1345
17936,1904,672,2128,896,0.104,1345
17937,1904,896,2128,1120,0.105,1345
17938,2128,896,2352,1120,0.102,1345
17939,2240,560,2464,784,0.103,1345
17940,2240,1456,2464,1680,0.104,1345
17941,2240,2800,2464,3024,0.105,1345
17942,2352,784,2576,1008,0.104,1345
17943,2352,1568,2576,1792,0.101,1345
17944,2464,3024,2688,3248,0.105,1345
17945,2576,2688,2800,2912,0.103,1345
17946,2688,1008,2912,1232,0.105,1345
17947,2912,560,3024,784,0.1045,1345
17948,2800,1568,3024,1792,0.101,1345
17949,2912,896,3136,1120,0.102,1345
17950,2912,1456,3136,1680,0.102,1345
17951,3136,448,3248,672,0.1035,1345
17952,3472,2800,3696,3024,0.105,1345
17953,3584,672,3808,896,0.101,1345
17954,3584,1456,3808,1680,0.105,1345
17955,3584,1904,3808,2128,0.104,1345
17956,3696,1008,3920,1232,0.101,1345
17957,3696,3136,3920,3360,0.104,1345
17958,3920,2352,4144,2576,0.102,1345
17959,4032,2912,4256,3136,0.105,1345
17960,4144,1120,4368,1344,0.103,1345
17961,4144,2128,4368,2352,0.104,1345
17962,4256,2016,4480,2240,0.102,1345
17963,4368,448,4592,672,0.101,1345
17964,4368,2240,4592,2464,0.104,1345
17965,0,0,224,224,0.101,1346
17966,224,1008,448,1232,0.102,1346
17967,224,2016,448,2240,0.105,1346
17968,224,2352,448,2576,0.103,1346
17969,336,560,560,784,0.104,1346
17970,448,112,672,336,0.104,1346
17971,560,1456,784,1680,0.105,1346
17972,560,3136,784,3360,0.103,1346
17973,672,896,896,1120,0.104,1346
17974,672,1120,896,1344,0.103,1346
17975,784,672,1008,896,0.102,1346
17976,784,2128,1008,2352,0.102,1346
17977,896,2912,1120,3136,0.101,1346
17978,1120,3024,1344,3248,0.102,1346
17979,1232,784,1456,1008,0.102,1346
17980,1232,1232,1456,1456,0.103,1346
17981,1232,2688,1456,2912,0.104,1346
17982,1344,1568,1568,1792,0.101,1346
17983,1344,2128,1568,2352,0.102,1346
17984,1344,3136,1568,3360,0.101,1346
17985,1456,1680,1680,1904,0.101,1346
17986,1568,560,1792,784,0.102,1346
17987,1568,1120,1792,1344,0.102,1346
17988,1680,784,1904,1008,0.105,1346
17989,1792,2240,2016,2464,0.104,1346
17990,1904,1456,2128,1680,0.101,1346
17991,2016,2688,2128,2912,0.103,1346
17992,2016,1680,2240,1904,0.103,1346
17993,2464,1120,2688,1344,0.104,1346
17994,2464,1792,2688,2016,0.104,1346
17995,2464,2576,2688,2800,0.103,1346
17996,2576,1344,2800,1568,0.104,1346
17997,2688,560,2912,784,0.103,1346
17998,2800,112,3024,336,0.105,1346
17999,2800,1792,3024,2016,0.101,1346
18000,2912,1680,3136,1904,0.104,1346
18001,3024,112,3248,336,0.105,1346
18002,3024,336,3248,560,0.103,1346
18003,3024,1456,3248,1680,0.105,1346
18004,3248,1344,3472,1568,0.103,1346
18005,3360,1232,3584,1456,0.105,1346
18006,3360,1456,3584,1680,0.104,1346
18007,3472,560,3696,784,0.104,1346
18008,3472,1008,3696,1232,0.104,1346
18009,3696,3136,3808,3360,0.10300000000000001,1346
18010,3808,448,4032,672,0.105,1346
18011,3920,0,4144,224,0.102,1346
18012,3920,672,4144,896,0.104,1346
18013,4032,2464,4256,2688,0.102,1346
18014,4144,1120,4368,1344,0.103,1346
18015,4256,224,4480,448,0.105,1346
18016,336,784,560,1008,0.103,1347
18017,336,2464,560,2688,0.103,1347
18018,448,1680,672,1904,0.102,1347
18019,448,2800,672,3024,0.102,1347
18020,672,2688,784,2912,0.101,1347
18021,896,448,1120,672,0.104,1347
18022,896,1008,1120,1232,0.105,1347
18023,1008,3024,1232,3248,0.105,1347
18024,1232,2128,1456,2352,0.101,1347
18025,1344,672,1568,896,0.104,1347
18026,1344,3024,1568,3248,0.104,1347
18027,1456,448,1680,560,0.1015,1347
18028,1456,2800,1680,3024,0.104,1347
18029,1568,784,1792,1008,0.104,1347
18030,1568,1120,1792,1344,0.105,1347
18031,1568,1568,1792,1792,0.102,1347
18032,1680,336,1904,448,0.105,1347
18033,1680,560,1904,784,0.102,1347
18034,1680,2464,1904,2576,0.1035,1347
18035,1792,896,2016,1120,0.105,1347
18036,1792,1232,2016,1456,0.103,1347
18037,1792,2912,2016,3136,0.105,1347
18038,2016,784,2240,1008,0.102,1347
18039,2016,2800,2240,3024,0.104,1347
18040,2128,224,2352,448,0.105,1347
18041,2352,1680,2464,1904,0.1045,1347
18042,2240,2128,2464,2352,0.103,1347
18043,2352,1456,2576,1680,0.101,1347
18044,2464,0,2688,224,0.102,1347
18045,2464,1568,2688,1792,0.101,1347
18046,2576,1680,2800,1904,0.102,1347
18047,2688,560,2912,784,0.104,1347
18048,2688,2128,2912,2240,0.101,1347
18049,2800,336,3024,560,0.103,1347
18050,2800,672,3024,896,0.101,1347
18051,2912,1232,3136,1456,0.102,1347
18052,2912,2128,3136,2352,0.102,1347
18053,3136,896,3360,1120,0.105,1347
18054,3248,112,3472,336,0.103,1347
18055,3248,1008,3472,1232,0.101,1347
18056,3248,1568,3472,1792,0.101,1347
18057,3360,224,3584,448,0.101,1347
18058,3360,448,3584,672,0.105,1347
18059,3360,1120,3584,1344,0.104,1347
18060,3360,1680,3584,1904,0.104,1347
18061,3472,1232,3696,1456,0.104,1347
18062,3584,1456,3696,1680,0.10200000000000001,1347
18063,3472,2352,3696,2576,0.101,1347
18064,3696,1456,3808,1680,0.10250000000000001,1347
18065,3584,2240,3808,2464,0.105,1347
18066,3584,2688,3808,2912,0.102,1347
18067,3920,2912,4144,3136,0.103,1347
18068,4032,1792,4256,2016,0.104,1347
18069,4032,2240,4256,2464,0.103,1347
18070,4032,2576,4256,2800,0.103,1347
18071,4256,560,4480,784,0.101,1347
18072,4256,1680,4480,1904,0.101,1347
18073,4256,3024,4480,3248,0.101,1347
18074,4368,1568,4592,1680,0.105,1347
18075,112,1344,336,1568,0.101,1348
18076,224,2352,336,2576,0.1025,1348
18077,336,1904,560,2128,0.101,1348
18078,336,2912,560,3136,0.103,1348
18079,672,2912,896,3136,0.101,1348
18080,896,1456,1008,1680,0.103,1348
18081,784,2464,1008,2688,0.103,1348
18082,896,560,1120,784,0.103,1348
18083,896,2800,1120,3024,0.105,1348
18084,1120,3136,1344,3360,0.104,1348
18085,1344,2352,1568,2576,0.105,1348
18086,1344,2688,1568,2912,0.102,1348
18087,1456,112,1680,336,0.101,1348
18088,1456,784,1680,1008,0.104,1348
18089,1456,2800,1680,3024,0.102,1348
18090,1568,448,1792,560,0.1015,1348
18091,1568,1680,1792,1904,0.101,1348
18092,1568,1904,1792,2128,0.104,1348
18093,1680,2128,1792,2352,0.1035,1348
18094,1680,560,1904,784,0.104,1348
18095,1680,1232,1904,1456,0.104,1348
18096,1792,1456,2016,1680,0.102,1348
18097,2016,2240,2240,2464,0.103,1348
18098,2128,336,2352,560,0.105,1348
18099,2240,448,2464,672,0.102,1348
18100,2352,1456,2576,1680,0.103,1348
18101,2576,2352,2800,2464,0.10250000000000001,1348
18102,2576,2464,2800,2576,0.1015,1348
18103,2576,2912,2800,3136,0.104,1348
18104,2688,224,2912,448,0.105,1348
18105,2912,2352,3136,2576,0.103,1348
18106,3024,1120,3248,1344,0.103,1348
18107,3136,448,3360,672,0.102,1348
18108,3136,1456,3360,1680,0.101,1348
18109,3136,3024,3360,3248,0.102,1348
18110,3248,896,3472,1120,0.101,1348
18111,3248,1232,3472,1456,0.104,1348
18112,3360,1456,3584,1680,0.101,1348
18113,3472,224,3696,448,0.102,1348
18114,3472,2464,3696,2688,0.104,1348
18115,3472,3136,3696,3360,0.101,1348
18116,3584,1792,3808,2016,0.104,1348
18117,3584,2688,3808,2912,0.102,1348
18118,3584,2912,3808,3136,0.101,1348
18119,3696,1568,3920,1792,0.104,1348
18120,3808,112,4032,336,0.105,1348
18121,3808,1904,4032,2128,0.104,1348
18122,3808,2800,4032,3024,0.102,1348
18123,3920,560,4144,784,0.104,1348
18124,3920,3024,4144,3248,0.103,1348
18125,4032,0,4256,224,0.105,1348
18126,4032,2576,4256,2800,0.101,1348
18127,4144,1120,4368,1344,0.103,1348
18128,4144,1344,4368,1568,0.101,1348
18129,4256,448,4480,672,0.103,1348
18130,4256,1456,4480,1680,0.101,1348
18131,4256,2240,4480,2464,0.102,1348
18132,4368,2464,4480,2688,0.103,1348
18133,4256,2800,4480,3024,0.104,1348
18134,4256,3024,4480,3248,0.103,1348
18135,4480,2464,4592,2688,0.103,1348
18136,0,2688,224,2912,0.101,1349
18137,0,2912,224,3136,0.105,1349
18138,112,448,336,672,0.104,1349
18139,224,1008,448,1232,0.103,1349
18140,448,1232,672,1456,0.105,1349
18141,448,1680,672,1904,0.104,1349
18142,560,2688,784,2912,0.105,1349
18143,672,448,896,672,0.105,1349
18144,672,1232,896,1456,0.103,1349
18145,784,2912,1008,3136,0.102,1349
18146,896,448,1120,672,0.104,1349
18147,896,1568,1120,1792,0.103,1349
18148,896,2800,1120,3024,0.103,1349
18149,1008,112,1232,336,0.104,1349
18150,1232,224,1456,448,0.101,1349
18151,1568,1120,1792,1344,0.102,1349
18152,1680,2800,1904,3024,0.104,1349
18153,1904,1232,2128,1456,0.102,1349
18154,1904,2800,2128,3024,0.103,1349
18155,2016,896,2240,1120,0.101,1349
18156,2240,1456,2464,1680,0.103,1349
18157,2352,1232,2576,1456,0.102,1349
18158,2464,1792,2688,2016,0.102,1349
18159,2464,2016,2688,2240,0.103,1349
18160,2464,2912,2688,3136,0.103,1349
18161,2688,1008,2912,1232,0.102,1349
18162,2688,1232,2912,1456,0.102,1349
18163,2912,1456,3024,1680,0.1035,1349
18164,3024,1904,3248,2128,0.104,1349
18165,3024,2800,3248,3024,0.104,1349
18166,3248,560,3472,784,0.103,1349
18167,3360,2240,3584,2464,0.101,1349
18168,3472,336,3696,560,0.101,1349
18169,3584,784,3696,1008,0.1045,1349
18170,3472,2688,3696,2912,0.101,1349
18171,3584,1568,3808,1792,0.102,1349
18172,3584,2464,3808,2688,0.105,1349
18173,3808,224,4032,448,0.104,1349
18174,3808,896,4032,1120,0.104,1349
18175,3808,2688,4032,2912,0.105,1349
18176,3920,1680,4144,1904,0.105,1349
18177,4032,2128,4144,2352,0.1015,1349
18178,4144,336,4368,560,0.103,1349
18179,4144,1008,4368,1120,0.10250000000000001,1349
18180,4144,1344,4368,1568,0.105,1349
18181,4256,672,4480,896,0.105,1349
18182,4256,2016,4480,2240,0.102,1349
18183,112,2128,224,2352,0.105,1350
18184,112,560,336,784,0.105,1350
18185,112,1456,336,1680,0.105,1350
18186,336,672,560,896,0.103,1350
18187,336,2464,560,2688,0.102,1350
18188,336,2688,560,2912,0.105,1350
18189,560,1904,784,2128,0.101,1350
18190,672,2240,896,2464,0.103,1350
18191,896,112,1120,336,0.102,1350
18192,896,2800,1120,3024,0.104,1350
18193,1008,3136,1232,3360,0.101,1350
18194,1120,1456,1344,1680,0.102,1350
18195,1120,1680,1344,1904,0.102,1350
18196,1344,0,1568,224,0.104,1350
18197,1344,2352,1568,2576,0.102,1350
18198,1568,1008,1792,1232,0.104,1350
18199,1568,1568,1792,1792,0.104,1350
18200,1680,1120,1904,1344,0.102,1350
18201,1792,784,2016,1008,0.104,1350
18202,2016,2464,2240,2688,0.103,1350
18203,2128,1568,2352,1792,0.105,1350
18204,2240,0,2464,224,0.104,1350
18205,2240,1120,2464,1344,0.101,1350
18206,2352,2800,2576,2912,0.103,1350
18207,2352,2912,2576,3024,0.102,1350
18208,2464,896,2688,1120,0.103,1350
18209,2576,1232,2800,1456,0.103,1350
18210,2688,1904,2912,2128,0.102,1350
18211,2800,2464,2912,2688,0.1035,1350
18212,2912,672,3136,896,0.101,1350
18213,2912,1344,3136,1568,0.104,1350
18214,3024,224,3248,448,0.105,1350
18215,3024,1568,3248,1792,0.101,1350
18216,3136,784,3360,896,0.1035,1350
18217,3248,3136,3472,3360,0.104,1350
18218,3360,1008,3584,1232,0.102,1350
18219,3472,112,3696,336,0.104,1350
18220,3472,560,3696,672,0.105,1350
18221,3472,784,3696,1008,0.101,1350
18222,3696,1008,3920,1232,0.105,1350
18223,3920,448,4032,672,0.1035,1350
18224,3920,112,4144,336,0.102,1350
18225,3920,1904,4144,2128,0.102,1350
18226,4032,1008,4256,1120,0.1025,1350
18227,4032,1568,4256,1792,0.101,1350
18228,4144,1120,4368,1344,0.103,1350
18229,4256,1456,4480,1680,0.101,1350
18230,4256,3024,4480,3248,0.103,1350
18231,0,2688,224,2912,0.105,1351
18232,112,1792,336,2016,0.102,1351
18233,224,3024,448,3248,0.103,1351
18234,336,2912,560,3136,0.103,1351
18235,560,1008,784,1232,0.104,1351
18236,560,1568,784,1792,0.105,1351
18237,672,1792,896,2016,0.101,1351
18238,672,2688,896,2912,0.101,1351
18239,896,2800,1120,3024,0.101,1351
18240,1008,1792,1232,2016,0.104,1351
18241,1120,2128,1344,2352,0.101,1351
18242,1232,1456,1456,1680,0.105,1351
18243,1456,2912,1568,3136,0.104,1351
18244,1456,1008,1680,1232,0.105,1351
18245,1456,2016,1680,2240,0.104,1351
18246,1568,2352,1792,2576,0.101,1351
18247,1680,2576,1904,2800,0.101,1351
18248,1680,2800,1904,3024,0.101,1351
18249,1792,1232,2016,1344,0.1035,1351
18250,1904,896,2128,1120,0.103,1351
18251,1904,2240,2128,2464,0.103,1351
18252,1904,2576,2128,2800,0.103,1351
18253,2128,3024,2352,3248,0.104,1351
18254,2240,2912,2464,3136,0.102,1351
18255,2352,1344,2576,1568,0.103,1351
18256,2576,1456,2800,1680,0.102,1351
18257,2688,336,2912,560,0.103,1351
18258,2688,784,2912,1008,0.103,1351
18259,2800,1456,3024,1680,0.101,1351
18260,2800,2016,3024,2240,0.102,1351
18261,3024,560,3248,784,0.105,1351
18262,3024,3136,3248,3360,0.105,1351
18263,3136,1120,3360,1344,0.104,1351
18264,3248,1680,3472,1904,0.104,1351
18265,3248,2912,3472,3136,0.101,1351
18266,3360,112,3584,336,0.102,1351
18267,3360,2240,3584,2464,0.101,1351
18268,3360,3136,3584,3360,0.101,1351
18269,3472,1792,3696,2016,0.101,1351
18270,3808,448,3920,672,0.1035,1351
18271,3696,1344,3920,1568,0.105,1351
18272,3920,1120,4144,1344,0.102,1351
18273,3920,2128,4144,2352,0.104,1351
18274,4144,448,4368,672,0.104,1351
18275,4256,1904,4480,2128,0.102,1351
18276,4368,0,4592,224,0.103,1351
18277,4368,1568,4592,1792,0.104,1351
18278,4368,2240,4592,2464,0.105,1351
18279,0,1008,224,1232,0.101,1352
18280,0,1344,224,1568,0.101,1352
18281,224,2688,448,2912,0.104,1352
18282,336,2912,560,3136,0.102,1352
18283,336,3136,560,3360,0.102,1352
18284,448,224,672,448,0.104,1352
18285,448,2688,672,2912,0.104,1352
18286,672,1792,784,2016,0.101,1352
18287,672,0,896,224,0.101,1352
18288,672,2912,896,3136,0.103,1352
18289,784,1568,1008,1792,0.103,1352
